Id,Credit Score,Income,Employment Status,Debt-to-Income Ratio,Loan Amount,Loan Purpose,Marital Status,Number of Dependents,Residence Status,Previous Loan History,Bank Account Balance,Education Level,Existing Loan Balance,Maximum Loan Limit,Loan Approval Status
4064,457,39717,Self-employed,0.301,38469,Personal Expenses,Married,1,Living with Parents,No Previous Loan,6954,High School,0.0,11344,0
4065,704,61410,Employed,0.283,9145,Home Purchase,Married,2,Owner,No Previous Loan,48149,Master or above,0.0,27020,1
4066,685,62382,Employed,0.183,6104,Education,Single,0,Renter,No Previous Loan,4476,Bachelor,0.0,26707,1
4067,525,0,Unemployed,0.152,15164,Personal Expenses,Married,1,Owner,Defaulted,7281,Bachelor,31382.013302572544,0,0
4068,754,72738,Employed,0.142,14754,Personal Expenses,Single,1,Renter,No Previous Loan,13667,High School,0.0,34277,1
4069,604,15495,Self-employed,0.169,4187,Personal Expenses,Single,1,Renter,No Previous Loan,4549,Bachelor,0.0,5849,0
4070,677,68420,Employed,0.1,1170,Home Purchase,Married,3,Renter,Paid in Full,16442,Master or above,0.0,28950,1
4071,626,29059,Employed,0.104,8863,Car Purchase,Married,1,Renter,Paid in Full,14706,Master or above,1227.2728759650972,10142,0
4072,609,37016,Employed,0.286,3141,Personal Expenses,Married,2,Owner,No Previous Loan,45297,High School,0.0,14089,0
4073,674,39975,Employed,0.23,17804,Education,Married,2,Living with Parents,Paid in Full,196195,Master or above,1059.2137356448482,15780,0
4074,797,43063,Employed,0.363,17923,Personal Expenses,Married,1,Renter,Paid in Full,40733,Bachelor,964.3213353607933,20486,1
4075,591,30167,Employed,0.17,5668,Car Purchase,Single,2,Owner,Defaulted,5730,High School,14597.648174296439,0,0
4076,592,66425,Employed,0.164,8788,Personal Expenses,Married,1,Renter,Paid in Full,8853,Bachelor,0.0,24577,1
4077,673,29634,Employed,0.159,87452,Personal Expenses,Single,1,Renter,No Previous Loan,6722,Bachelor,0.0,12464,0
4078,636,71713,Self-employed,0.168,32563,Personal Expenses,Married,2,Owner,Paid in Full,10447,High School,0.0,28505,0
4079,738,183612,Employed,0.134,9542,Personal Expenses,Single,0,Renter,Paid in Full,8241,Bachelor,0.0,84691,1
4080,745,30866,Employed,0.227,148414,Home Purchase,Divorced,0,Renter,Paid in Full,13744,Bachelor,459.0295524441532,13912,1
4081,562,52043,Employed,0.203,4531,Car Purchase,Single,0,Renter,No Previous Loan,22248,Bachelor,0.0,18280,0
4082,606,16989,Employed,0.149,6654,Home Purchase,Single,1,Owner,Defaulted,72089,Master or above,82533.89358992814,0,0
4083,650,51618,Self-employed,0.325,13430,Home Purchase,Single,0,Living with Parents,Defaulted,2127,High School,34861.32058442616,0,0
4084,697,82739,Employed,0.39,3244,Car Purchase,Single,2,Renter,Defaulted,27960,High School,17202.44081761678,18840,1
4085,800,86027,Employed,0.317,89869,Personal Expenses,Single,1,Renter,No Previous Loan,50159,Bachelor,0.0,43013,1
4086,746,62366,Employed,0.256,18014,Education,Single,0,Renter,No Previous Loan,7208,Bachelor,0.0,29078,1
4087,630,93594,Employed,0.276,6808,Personal Expenses,Married,3,Owner,No Previous Loan,2178,Bachelor,0.0,36852,1
4088,769,214298,Self-employed,0.386,23472,Personal Expenses,Divorced,1,Owner,Paid in Full,4626,Bachelor,0.0,102996,1
4089,675,141245,Employed,0.276,17358,Home Purchase,Married,3,Renter,No Previous Loan,9746,High School,0.0,59587,1
4090,602,46204,Self-employed,0.141,11060,Home Purchase,Single,2,Renter,No Previous Loan,6059,Master or above,0.0,17384,0
4091,690,29043,Employed,0.239,4479,Home Purchase,Single,0,Living with Parents,No Previous Loan,3344,Master or above,0.0,12524,1
4092,800,48972,Employed,0.263,3567,Education,Single,1,Living with Parents,Paid in Full,27429,High School,834.9132668406545,23651,1
4093,757,0,Unemployed,0.101,133600,Home Purchase,Single,1,Renter,Paid in Full,39894,High School,0.0,0,0
4094,650,75190,Employed,0.172,3877,Personal Expenses,Married,2,Renter,No Previous Loan,4811,High School,0.0,30545,1
4095,800,33239,Employed,0.31,81942,Home Purchase,Married,2,Renter,Paid in Full,9162,Bachelor,0.0,16619,1
4096,754,57854,Employed,0.1,6444,Home Purchase,Married,2,Owner,Paid in Full,13996,Bachelor,0.0,27263,1
4097,688,91227,Employed,0.1,33052,Car Purchase,Divorced,1,Owner,Defaulted,23766,Bachelor,124141.52531590822,0,1
4098,800,57053,Employed,0.182,23890,Education,Single,0,Living with Parents,Paid in Full,29677,Bachelor,912.7108952983688,27613,1
4099,722,37381,Employed,0.235,29179,Personal Expenses,Married,2,Renter,No Previous Loan,10018,Bachelor,0.0,16868,1
4100,800,107959,Employed,0.1,31188,Personal Expenses,Single,1,Renter,Paid in Full,20854,High School,0.0,53979,1
4101,547,23449,Employed,0.187,2993,Personal Expenses,Single,1,Renter,No Previous Loan,3147,Master or above,0.0,8016,0
4102,721,50929,Employed,0.315,7627,Home Purchase,Married,1,Renter,No Previous Loan,13606,High School,0.0,22949,1
4103,517,58763,Employed,0.207,3819,Education,Married,3,Owner,Defaulted,21820,High School,1464.4472156776644,17523,0
4104,750,60479,Employed,0.294,18126,Car Purchase,Single,2,Living with Parents,Paid in Full,2541,Master or above,0.0,28349,1
4105,627,65666,Employed,0.141,3993,Home Purchase,Single,0,Owner,Defaulted,1636,Bachelor,80347.53153425343,0,1
4106,476,0,Unemployed,0.119,2068,Education,Single,1,Renter,No Previous Loan,73944,High School,0.0,0,0
4107,666,58947,Employed,0.285,11829,Car Purchase,Single,2,Owner,No Previous Loan,3555,Bachelor,0.0,24536,1
4108,696,49914,Self-employed,0.237,1647,Car Purchase,Married,4,Living with Parents,No Previous Loan,22544,Bachelor,0.0,21712,1
4109,592,48937,Employed,0.1,19429,Home Purchase,Single,1,Renter,No Previous Loan,3969,Bachelor,0.0,18106,0
4110,591,44193,Employed,0.12,4264,Personal Expenses,Single,1,Renter,No Previous Loan,18034,Bachelor,0.0,16323,0
4111,800,88953,Employed,0.356,6471,Personal Expenses,Married,2,Renter,No Previous Loan,3625,High School,0.0,44476,1
4112,587,43426,Employed,0.108,1533,Home Purchase,Married,2,Renter,No Previous Loan,9862,Master or above,0.0,15931,0
4113,774,91627,Employed,0.293,78112,Personal Expenses,Married,4,Owner,No Previous Loan,37650,Bachelor,0.0,44324,1
4114,515,60572,Employed,0.152,3473,Personal Expenses,Single,2,Living with Parents,Defaulted,10735,High School,3297.501247657159,16199,1
4115,800,46234,Employed,0.2,10423,Personal Expenses,Single,1,Renter,Paid in Full,1284,High School,0.0,23117,1
4116,621,0,Unemployed,0.229,2500,Education,Married,2,Renter,No Previous Loan,8232,Bachelor,0.0,0,0
4117,756,41704,Employed,0.1,6503,Car Purchase,Single,2,Living with Parents,No Previous Loan,6943,Bachelor,0.0,19705,1
4118,723,82552,Employed,0.1,86476,Car Purchase,Married,2,Living with Parents,No Previous Loan,3923,Master or above,0.0,37303,1
4119,654,66733,Self-employed,0.209,20196,Car Purchase,Divorced,3,Renter,No Previous Loan,7291,High School,0.0,27277,0
4120,440,44530,Employed,0.128,7274,Personal Expenses,Single,0,Living with Parents,Defaulted,28154,Bachelor,35508.45651142575,0,0
4121,800,78152,Employed,0.3,14496,Personal Expenses,Married,3,Owner,Paid in Full,154171,Bachelor,1097.2672226608533,37978,1
4122,662,78857,Employed,0.1,8563,Home Purchase,Single,1,Renter,Paid in Full,22805,Bachelor,0.0,32627,1
4123,648,0,Unemployed,0.257,13675,Education,Married,1,Owner,Paid in Full,3509,Bachelor,0.0,0,0
4124,744,97262,Self-employed,0.1,31560,Education,Single,2,Living with Parents,No Previous Loan,2832,High School,0.0,45226,1
4125,800,76706,Employed,0.165,10772,Personal Expenses,Single,1,Owner,Paid in Full,2872,Master or above,0.0,38353,1
4126,800,34142,Employed,0.1,18690,Home Purchase,Single,1,Renter,No Previous Loan,10578,High School,0.0,17071,1
4127,779,0,Unemployed,0.39,19002,Personal Expenses,Married,3,Renter,No Previous Loan,10486,High School,0.0,0,0
4128,694,29741,Employed,0.1,10825,Car Purchase,Married,3,Renter,No Previous Loan,11259,Master or above,0.0,12900,1
4129,460,96445,Employed,0.188,7185,Home Purchase,Single,0,Renter,Defaulted,8947,High School,73371.50540978948,0,0
4130,709,74439,Employed,0.1,8871,Personal Expenses,Married,1,Renter,No Previous Loan,3752,High School,0.0,32985,1
4131,636,33357,Employed,0.36,30181,Car Purchase,Single,1,Owner,No Previous Loan,5161,High School,0.0,13259,0
4132,773,56384,Employed,0.24,32801,Personal Expenses,Single,1,Renter,Defaulted,8088,Bachelor,14107.060781139851,13133,1
4133,800,57683,Employed,0.214,4807,Home Purchase,Married,3,Renter,Paid in Full,37013,Master or above,0.0,28841,1
4134,705,115253,Employed,0.347,11554,Personal Expenses,Single,1,Renter,Paid in Full,4749,Master or above,0.0,50783,1
4135,800,42000,Employed,0.215,7064,Personal Expenses,Married,2,Renter,Paid in Full,7564,Bachelor,0.0,21000,1
4136,645,52634,Self-employed,0.222,33381,Home Purchase,Married,1,Renter,Defaulted,57816,Bachelor,10124.105943481212,11093,0
4137,686,18658,Employed,0.213,9363,Personal Expenses,Divorced,1,Renter,Paid in Full,16549,Master or above,0.0,7999,1
4138,776,142840,Employed,0.256,135500,Home Purchase,Married,2,Renter,Paid in Full,6526,Bachelor,0.0,69277,1
4139,786,35131,Employed,0.151,18651,Education,Single,0,Renter,Paid in Full,2679,Bachelor,0.0,17258,1
4140,678,70654,Employed,0.179,48913,Home Purchase,Married,3,Renter,No Previous Loan,36692,High School,0.0,29939,1
4141,707,57033,Employed,0.281,5438,Car Purchase,Married,1,Renter,Paid in Full,12185,Bachelor,0.0,25201,1
4142,542,57130,Employed,0.228,15176,Personal Expenses,Divorced,0,Renter,No Previous Loan,12591,Master or above,0.0,19352,0
4143,733,89951,Self-employed,0.189,27777,Home Purchase,Single,0,Owner,Paid in Full,22295,High School,0.0,41208,1
4144,308,0,Unemployed,0.1,5337,Education,Married,5,Renter,Defaulted,10571,High School,4897.4064789322065,0,0
4145,672,68039,Employed,0.35,15308,Home Purchase,Single,1,Living with Parents,No Previous Loan,5827,High School,0.0,28576,0
4146,697,83252,Employed,0.134,42944,Education,Married,2,Living with Parents,Paid in Full,15118,Bachelor,0.0,36266,1
4147,800,70724,Employed,0.299,10811,Home Purchase,Single,0,Living with Parents,No Previous Loan,2763,High School,0.0,35362,1
4148,648,99794,Self-employed,0.218,6399,Car Purchase,Married,1,Living with Parents,No Previous Loan,3379,High School,0.0,40416,0
4149,789,47602,Self-employed,0.1,91013,Car Purchase,Single,1,Owner,Paid in Full,14200,Master or above,974.6056523961836,22499,1
4150,597,102723,Employed,0.325,4647,Home Purchase,Married,1,Renter,No Previous Loan,63440,Master or above,0.0,38328,1
4151,633,104542,Employed,0.225,17530,Personal Expenses,Married,3,Renter,Paid in Full,24721,Master or above,0.0,41359,1
4152,528,103091,Self-employed,0.334,7387,Personal Expenses,Single,0,Owner,Defaulted,4519,High School,23270.72083958762,10749,0
4153,717,43132,Employed,0.182,5877,Personal Expenses,Married,2,Renter,Paid in Full,31168,Master or above,0.0,19328,1
4154,786,55156,Employed,0.27,31491,Home Purchase,Married,3,Renter,No Previous Loan,18164,High School,0.0,27095,1
4155,598,67631,Employed,0.1,12213,Home Purchase,Married,3,Living with Parents,Paid in Full,19195,Master or above,0.0,25277,1
4156,665,30232,Employed,0.15,22509,Education,Single,1,Living with Parents,Paid in Full,41299,High School,0.0,12565,0
4157,592,133193,Self-employed,0.1,1572,Personal Expenses,Single,2,Renter,Defaulted,6529,High School,56430.85437021466,0,0
4158,779,0,Unemployed,0.163,24808,Education,Single,4,Renter,No Previous Loan,6274,Bachelor,0.0,0,0
4159,800,69152,Employed,0.247,7296,Car Purchase,Married,1,Renter,Paid in Full,15895,Bachelor,1956.7556074444367,32619,1
4160,768,44963,Employed,0.14,2291,Personal Expenses,Single,2,Renter,Paid in Full,14534,High School,0.0,21582,1
4161,685,30904,Employed,0.286,98769,Home Purchase,Single,1,Living with Parents,Paid in Full,13808,High School,0.0,13230,1
4162,800,44359,Employed,0.114,27359,Personal Expenses,Single,2,Owner,Paid in Full,10014,Master or above,0.0,22179,1
4163,732,66950,Employed,0.289,18827,Personal Expenses,Married,3,Renter,Paid in Full,28258,Master or above,0.0,30629,1
4164,616,84020,Employed,0.331,52324,Personal Expenses,Single,0,Renter,No Previous Loan,3992,High School,0.0,32347,0
4165,800,65055,Employed,0.301,19213,Home Purchase,Single,1,Owner,Paid in Full,32550,Bachelor,0.0,32527,1
4166,734,71357,Employed,0.166,6749,Education,Single,2,Living with Parents,Paid in Full,22538,High School,0.0,32735,1
4167,674,50695,Employed,0.1,12592,Education,Married,1,Renter,No Previous Loan,2242,Master or above,0.0,21355,0
4168,683,76897,Employed,0.258,7611,Home Purchase,Married,3,Renter,Paid in Full,6115,High School,0.0,32825,1
4169,568,125934,Employed,0.187,9094,Education,Single,0,Renter,Paid in Full,2845,High School,0.0,44706,1
4170,704,85348,Employed,0.102,4264,Education,Married,3,Renter,Paid in Full,6801,Bachelor,0.0,37553,1
4171,555,0,Unemployed,0.144,5686,Car Purchase,Single,2,Renter,No Previous Loan,13963,High School,0.0,0,0
4172,635,69501,Employed,0.343,36694,Car Purchase,Single,2,Renter,No Previous Loan,4949,Master or above,0.0,27583,1
4173,300,28297,Employed,0.1,20907,Home Purchase,Single,0,Living with Parents,Defaulted,10675,High School,8364.221804020905,0,0
4174,693,35588,Self-employed,0.247,9070,Personal Expenses,Married,2,Renter,Paid in Full,3281,Master or above,0.0,15414,1
4175,539,0,Unemployed,0.222,5365,Personal Expenses,Married,2,Renter,Paid in Full,44355,Bachelor,565.7836341295443,0,0
4176,624,59672,Employed,0.164,10000,Personal Expenses,Single,1,Renter,Paid in Full,19314,High School,0.0,23272,0
4177,761,74758,Self-employed,0.264,2784,Home Purchase,Single,3,Renter,Paid in Full,5153,Bachelor,870.7584605476231,34686,1
4178,580,138733,Employed,0.363,17024,Education,Married,2,Living with Parents,Paid in Full,18290,Bachelor,1288.1094200394919,49002,1
4179,800,86259,Employed,0.17,38610,Home Purchase,Single,0,Owner,No Previous Loan,16406,Bachelor,0.0,43129,1
4180,662,112593,Employed,0.176,159975,Education,Single,0,Renter,No Previous Loan,1392,Master or above,0.0,46585,1
4181,745,62908,Employed,0.262,4976,Education,Married,4,Living with Parents,Paid in Full,8832,Bachelor,0.0,29291,1
4182,800,40074,Employed,0.292,37034,Personal Expenses,Single,2,Owner,Paid in Full,14879,High School,0.0,20037,1
4183,570,58288,Employed,0.187,7395,Home Purchase,Married,2,Renter,Defaulted,8284,High School,4403.46988446801,16361,0
4184,765,40123,Employed,0.169,4852,Home Purchase,Single,4,Renter,Paid in Full,53028,High School,428.6956207666789,18755,1
4185,672,130776,Employed,0.1,4850,Personal Expenses,Single,1,Renter,No Previous Loan,24491,Bachelor,0.0,54925,1
4186,755,89080,Employed,0.122,17266,Personal Expenses,Married,1,Living with Parents,No Previous Loan,5317,Master or above,0.0,42034,1
4187,790,77835,Employed,0.1,5913,Car Purchase,Married,2,Renter,Paid in Full,1584,Master or above,0.0,38431,1
4188,525,111309,Employed,0.268,8176,Home Purchase,Married,1,Living with Parents,No Previous Loan,16406,High School,0.0,36523,1
4189,306,21852,Self-employed,0.176,9656,Car Purchase,Single,1,Living with Parents,Defaulted,1244,Master or above,46177.811146836815,0,0
4190,611,80512,Self-employed,0.172,7156,Education,Married,3,Living with Parents,No Previous Loan,12110,High School,0.0,30745,0
4191,785,31156,Self-employed,0.199,6655,Personal Expenses,Single,3,Living with Parents,Paid in Full,8742,Master or above,606.7674684312458,14679,1
4192,589,59782,Employed,0.113,1321,Personal Expenses,Married,1,Renter,No Previous Loan,2657,Bachelor,0.0,22007,0
4193,647,51341,Self-employed,0.355,16362,Home Purchase,Married,2,Renter,No Previous Loan,1695,High School,0.0,20761,0
4194,545,83530,Employed,0.33,16050,Personal Expenses,Married,4,Renter,No Previous Loan,4869,Master or above,0.0,28452,1
4195,507,67251,Employed,0.362,6757,Home Purchase,Married,2,Living with Parents,No Previous Loan,3873,High School,0.0,21310,0
4196,585,117554,Employed,0.268,21508,Home Purchase,Married,1,Living with Parents,Paid in Full,13544,High School,0.0,42980,1
4197,688,44406,Employed,0.197,60640,Car Purchase,Single,2,Renter,Defaulted,2359,Bachelor,4305.794065490983,14788,1
4198,444,85532,Employed,0.361,15357,Home Purchase,Single,0,Renter,No Previous Loan,52422,High School,0.0,23735,0
4199,496,65069,Employed,0.132,56730,Personal Expenses,Married,1,Renter,Defaulted,1319,Master or above,986.890878292474,19184,1
4200,485,26488,Self-employed,0.113,140637,Car Purchase,Single,0,Renter,No Previous Loan,19876,Bachelor,0.0,8029,0
4201,577,37903,Employed,0.14,188401,Education,Married,1,Renter,Paid in Full,16212,High School,0.0,13668,0
4202,800,55668,Employed,0.252,4571,Education,Married,2,Renter,Paid in Full,25591,Bachelor,0.0,27834,1
4203,606,0,Unemployed,0.124,4595,Personal Expenses,Single,1,Renter,No Previous Loan,607,Master or above,0.0,0,0
4204,712,75656,Employed,0.184,9617,Personal Expenses,Single,0,Renter,No Previous Loan,5342,Bachelor,0.0,33666,1
4205,703,33468,Employed,0.1,17060,Personal Expenses,Married,1,Living with Parents,Paid in Full,4540,Bachelor,0.0,14705,1
4206,694,55934,Employed,0.248,73310,Car Purchase,Single,0,Living with Parents,Paid in Full,9836,High School,0.0,24261,1
4207,724,164555,Employed,0.1,28086,Home Purchase,Married,2,Renter,Paid in Full,15870,Bachelor,0.0,74461,1
4208,645,63431,Employed,0.107,4503,Education,Single,0,Owner,Defaulted,8005,High School,17315.395161408334,8255,1
4209,733,50941,Employed,0.322,8136,Car Purchase,Married,1,Renter,Paid in Full,6423,Bachelor,1279.3689591833786,22057,1
4210,719,76723,Employed,0.318,14383,Home Purchase,Married,2,Renter,No Previous Loan,14500,Master or above,0.0,34477,1
4211,541,87886,Employed,0.237,3383,Home Purchase,Married,3,Renter,Defaulted,27043,High School,17606.38324271171,12110,0
4212,733,47763,Employed,0.228,15206,Car Purchase,Married,2,Renter,No Previous Loan,4261,High School,0.0,21881,1
4213,770,77140,Employed,0.147,4570,Education,Married,3,Living with Parents,No Previous Loan,2733,Master or above,0.0,37123,1
4214,742,50901,Employed,0.123,2878,Education,Married,2,Renter,Paid in Full,78065,Bachelor,476.4543369330045,23128,1
4215,792,85970,Self-employed,0.164,5818,Personal Expenses,Married,2,Renter,No Previous Loan,43019,Bachelor,0.0,42555,1
4216,416,65313,Employed,0.1,22625,Car Purchase,Married,1,Renter,Defaulted,9316,Master or above,25814.03498791678,0,1
4217,791,76350,Employed,0.225,22469,Car Purchase,Married,1,Living with Parents,Paid in Full,36283,High School,791.1711900942502,36954,1
4218,723,41048,Employed,0.205,16522,Education,Married,2,Renter,No Previous Loan,81863,Master or above,0.0,18548,1
4219,663,39793,Employed,0.107,40433,Personal Expenses,Married,1,Renter,Paid in Full,2172,Master or above,624.4329329180258,15864,0
4220,645,96263,Employed,0.357,36365,Home Purchase,Married,4,Renter,No Previous Loan,3559,High School,0.0,38806,0
4221,742,57664,Employed,0.261,18401,Education,Married,2,Renter,No Previous Loan,14969,High School,0.0,26741,1
4222,587,69190,Self-employed,0.269,16029,Car Purchase,Married,1,Renter,No Previous Loan,12498,Master or above,0.0,25384,1
4223,800,51477,Self-employed,0.151,17074,Home Purchase,Single,0,Renter,Paid in Full,9775,High School,0.0,25738,0
